,상품군별(1),운영형태별(1),날짜,거래액
501,음식서비스,온·오프라인 병행몰,2017.11,25925
502,기타서비스,온라인 전용몰,2017.11,38630
503,기타서비스,온·오프라인 병행몰,2017.11,18081
504,기타,온라인 전용몰,2017.11,196224
505,기타,온·오프라인 병행몰,2017.11,22842
506,컴퓨터 및 주변기기,온라인 전용몰,2017.12,381442
507,컴퓨터 및 주변기기,온·오프라인 병행몰,2017.12,94036
508,가전·전자·통신기기,온라인 전용몰,2017.12,653500
509,가전·전자·통신기기,온·오프라인 병행몰,2017.12,161768
510,서적,온라인 전용몰,2017.12,55650
511,서적,온·오프라인 병행몰,2017.12,106031
512,사무·문구,온라인 전용몰,2017.12,59461
513,사무·문구,온·오프라인 병행몰,2017.12,18404
514,의복,온라인 전용몰,2017.12,844941
515,의복,온·오프라인 병행몰,2017.12,350949
516,신발,온라인 전용몰,2017.12,108066
517,신발,온·오프라인 병행몰,2017.12,46862
518,가방,온라인 전용몰,2017.12,125780
519,가방,온·오프라인 병행몰,2017.12,55074
520,패션용품 및 액세서리,온라인 전용몰,2017.12,125294
521,패션용품 및 액세서리,온·오프라인 병행몰,2017.12,80806
522,스포츠·레저용품,온라인 전용몰,2017.12,202806
523,스포츠·레저용품,온·오프라인 병행몰,2017.12,55444
524,화장품,온라인 전용몰,2017.12,269622
525,화장품,온·오프라인 병행몰,2017.12,433922
526,아동·유아용품,온라인 전용몰,2017.12,314601
527,아동·유아용품,온·오프라인 병행몰,2017.12,62635
528,음·식료품,온라인 전용몰,2017.12,450650
529,음·식료품,온·오프라인 병행몰,2017.12,259034
530,농축수산물,온라인 전용몰,2017.12,133520
531,농축수산물,온·오프라인 병행몰,2017.12,88332
532,생활용품,온라인 전용몰,2017.12,536135
533,생활용품,온·오프라인 병행몰,2017.12,145765
534,자동차 및 자동차용품,온라인 전용몰,2017.12,75949
535,자동차 및 자동차용품,온·오프라인 병행몰,2017.12,9275
536,가구,온라인 전용몰,2017.12,156259
537,가구,온·오프라인 병행몰,2017.12,64426
538,애완용품,온라인 전용몰,2017.12,57505
539,애완용품,온·오프라인 병행몰,2017.12,4775
540,여행 및 교통서비스,온라인 전용몰,2017.12,596617
541,여행 및 교통서비스,온·오프라인 병행몰,2017.12,681725
542,문화 및 레저서비스,온라인 전용몰,2017.12,124683
543,문화 및 레저서비스,온·오프라인 병행몰,2017.12,82367
544,이쿠폰서비스,온라인 전용몰,2017.12,146702
545,이쿠폰서비스,온·오프라인 병행몰,2017.12,3508
546,음식서비스,온라인 전용몰,2017.12,307585
547,음식서비스,온·오프라인 병행몰,2017.12,31954
548,기타서비스,온라인 전용몰,2017.12,40674
549,기타서비스,온·오프라인 병행몰,2017.12,16019
550,기타,온라인 전용몰,2017.12,250339
551,기타,온·오프라인 병행몰,2017.12,22755
552,컴퓨터 및 주변기기,온라인 전용몰,2018.01,413278
553,컴퓨터 및 주변기기,온·오프라인 병행몰,2018.01,98395
554,가전·전자·통신기기,온라인 전용몰,2018.01,659909
555,가전·전자·통신기기,온·오프라인 병행몰,2018.01,198347
556,서적,온라인 전용몰,2018.01,57237
557,서적,온·오프라인 병행몰,2018.01,114017
558,사무·문구,온라인 전용몰,2018.01,57459
559,사무·문구,온·오프라인 병행몰,2018.01,15411
560,의복,온라인 전용몰,2018.01,698979
561,의복,온·오프라인 병행몰,2018.01,265258
562,신발,온라인 전용몰,2018.01,92935
563,신발,온·오프라인 병행몰,2018.01,38633
564,가방,온라인 전용몰,2018.01,124331
565,가방,온·오프라인 병행몰,2018.01,62211
566,패션용품 및 액세서리,온라인 전용몰,2018.01,116713
567,패션용품 및 액세서리,온·오프라인 병행몰,2018.01,78586
568,스포츠·레저용품,온라인 전용몰,2018.01,177257
569,스포츠·레저용품,온·오프라인 병행몰,2018.01,53522
570,화장품,온라인 전용몰,2018.01,263698
571,화장품,온·오프라인 병행몰,2018.01,507210
572,아동·유아용품,온라인 전용몰,2018.01,244677
573,아동·유아용품,온·오프라인 병행몰,2018.01,50518
574,음·식료품,온라인 전용몰,2018.01,539977
575,음·식료품,온·오프라인 병행몰,2018.01,306844
576,농축수산물,온라인 전용몰,2018.01,144878
577,농축수산물,온·오프라인 병행몰,2018.01,107032
578,생활용품,온라인 전용몰,2018.01,537843
579,생활용품,온·오프라인 병행몰,2018.01,172586
580,자동차 및 자동차용품,온라인 전용몰,2018.01,72718
581,자동차 및 자동차용품,온·오프라인 병행몰,2018.01,4502
582,가구,온라인 전용몰,2018.01,168936
583,가구,온·오프라인 병행몰,2018.01,82956
584,애완용품,온라인 전용몰,2018.01,67363
585,애완용품,온·오프라인 병행몰,2018.01,4815
586,여행 및 교통서비스,온라인 전용몰,2018.01,599833
587,여행 및 교통서비스,온·오프라인 병행몰,2018.01,891601
588,문화 및 레저서비스,온라인 전용몰,2018.01,106689
589,문화 및 레저서비스,온·오프라인 병행몰,2018.01,75698
590,이쿠폰서비스,온라인 전용몰,2018.01,102838
591,이쿠폰서비스,온·오프라인 병행몰,2018.01,2756
592,음식서비스,온라인 전용몰,2018.01,317403
593,음식서비스,온·오프라인 병행몰,2018.01,30054
594,기타서비스,온라인 전용몰,2018.01,55804
595,기타서비스,온·오프라인 병행몰,2018.01,17340
596,기타,온라인 전용몰,2018.01,197376
597,기타,온·오프라인 병행몰,2018.01,30583
598,컴퓨터 및 주변기기,온라인 전용몰,2018.02,368709
599,컴퓨터 및 주변기기,온·오프라인 병행몰,2018.02,84699
600,가전·전자·통신기기,온라인 전용몰,2018.02,583883
601,가전·전자·통신기기,온·오프라인 병행몰,2018.02,186518
602,서적,온라인 전용몰,2018.02,48987
603,서적,온·오프라인 병행몰,2018.02,98796
604,사무·문구,온라인 전용몰,2018.02,58258
605,사무·문구,온·오프라인 병행몰,2018.02,13464
606,의복,온라인 전용몰,2018.02,601473
607,의복,온·오프라인 병행몰,2018.02,223679
608,신발,온라인 전용몰,2018.02,86180
609,신발,온·오프라인 병행몰,2018.02,38267
610,가방,온라인 전용몰,2018.02,120616
611,가방,온·오프라인 병행몰,2018.02,57538
612,패션용품 및 액세서리,온라인 전용몰,2018.02,97197
613,패션용품 및 액세서리,온·오프라인 병행몰,2018.02,81182
614,스포츠·레저용품,온라인 전용몰,2018.02,155257
615,스포츠·레저용품,온·오프라인 병행몰,2018.02,45453
616,화장품,온라인 전용몰,2018.02,251489
617,화장품,온·오프라인 병행몰,2018.02,494887
618,아동·유아용품,온라인 전용몰,2018.02,224924
619,아동·유아용품,온·오프라인 병행몰,2018.02,43694
620,음·식료품,온라인 전용몰,2018.02,517502
621,음·식료품,온·오프라인 병행몰,2018.02,297156
622,농축수산물,온라인 전용몰,2018.02,166564
623,농축수산물,온·오프라인 병행몰,2018.02,123214
624,생활용품,온라인 전용몰,2018.02,481744
625,생활용품,온·오프라인 병행몰,2018.02,154295
626,자동차 및 자동차용품,온라인 전용몰,2018.02,60677
627,자동차 및 자동차용품,온·오프라인 병행몰,2018.02,4825
628,가구,온라인 전용몰,2018.02,162544
629,가구,온·오프라인 병행몰,2018.02,79019
630,애완용품,온라인 전용몰,2018.02,56426
631,애완용품,온·오프라인 병행몰,2018.02,4518
632,여행 및 교통서비스,온라인 전용몰,2018.02,516921
633,여행 및 교통서비스,온·오프라인 병행몰,2018.02,729128
634,문화 및 레저서비스,온라인 전용몰,2018.02,98457
635,문화 및 레저서비스,온·오프라인 병행몰,2018.02,53381
636,이쿠폰서비스,온라인 전용몰,2018.02,127464
637,이쿠폰서비스,온·오프라인 병행몰,2018.02,1767
638,음식서비스,온라인 전용몰,2018.02,297622
639,음식서비스,온·오프라인 병행몰,2018.02,26623
640,기타서비스,온라인 전용몰,2018.02,36305
641,기타서비스,온·오프라인 병행몰,2018.02,21375
642,기타,온라인 전용몰,2018.02,203230
643,기타,온·오프라인 병행몰,2018.02,21392
644,컴퓨터 및 주변기기,온라인 전용몰,2018.03,399562
645,컴퓨터 및 주변기기,온·오프라인 병행몰,2018.03,104499
646,가전·전자·통신기기,온라인 전용몰,2018.03,717191
647,가전·전자·통신기기,온·오프라인 병행몰,2018.03,229436
648,서적,온라인 전용몰,2018.03,56507
649,서적,온·오프라인 병행몰,2018.03,135089
650,사무·문구,온라인 전용몰,2018.03,65074
651,사무·문구,온·오프라인 병행몰,2018.03,16826
652,의복,온라인 전용몰,2018.03,869541
653,의복,온·오프라인 병행몰,2018.03,293591
654,신발,온라인 전용몰,2018.03,115643
655,신발,온·오프라인 병행몰,2018.03,53474
656,가방,온라인 전용몰,2018.03,134767
657,가방,온·오프라인 병행몰,2018.03,59423
658,패션용품 및 액세서리,온라인 전용몰,2018.03,122241
659,패션용품 및 액세서리,온·오프라인 병행몰,2018.03,87906
660,스포츠·레저용품,온라인 전용몰,2018.03,226219
661,스포츠·레저용품,온·오프라인 병행몰,2018.03,57602
662,화장품,온라인 전용몰,2018.03,264871
663,화장품,온·오프라인 병행몰,2018.03,566782
664,아동·유아용품,온라인 전용몰,2018.03,248261
665,아동·유아용품,온·오프라인 병행몰,2018.03,50622
666,음·식료품,온라인 전용몰,2018.03,528716
667,음·식료품,온·오프라인 병행몰,2018.03,298157
668,농축수산물,온라인 전용몰,2018.03,130558
669,농축수산물,온·오프라인 병행몰,2018.03,98242
670,생활용품,온라인 전용몰,2018.03,569295
671,생활용품,온·오프라인 병행몰,2018.03,170044
672,자동차 및 자동차용품,온라인 전용몰,2018.03,77469
673,자동차 및 자동차용품,온·오프라인 병행몰,2018.03,6429
674,가구,온라인 전용몰,2018.03,186992
675,가구,온·오프라인 병행몰,2018.03,90065
676,애완용품,온라인 전용몰,2018.03,63842
677,애완용품,온·오프라인 병행몰,2018.03,4792
678,여행 및 교통서비스,온라인 전용몰,2018.03,494731
679,여행 및 교통서비스,온·오프라인 병행몰,2018.03,769457
680,문화 및 레저서비스,온라인 전용몰,2018.03,128104
681,문화 및 레저서비스,온·오프라인 병행몰,2018.03,43312
682,이쿠폰서비스,온라인 전용몰,2018.03,138109
683,이쿠폰서비스,온·오프라인 병행몰,2018.03,1485
684,음식서비스,온라인 전용몰,2018.03,334302
685,음식서비스,온·오프라인 병행몰,2018.03,27461
686,기타서비스,온라인 전용몰,2018.03,31867
687,기타서비스,온·오프라인 병행몰,2018.03,29966
688,기타,온라인 전용몰,2018.03,250922
689,기타,온·오프라인 병행몰,2018.03,26323
690,컴퓨터 및 주변기기,온라인 전용몰,2018.04,326559
691,컴퓨터 및 주변기기,온·오프라인 병행몰,2018.04,82495
692,가전·전자·통신기기,온라인 전용몰,2018.04,710662
693,가전·전자·통신기기,온·오프라인 병행몰,2018.04,234597
694,서적,온라인 전용몰,2018.04,44691
695,서적,온·오프라인 병행몰,2018.04,99479
696,사무·문구,온라인 전용몰,2018.04,54723
697,사무·문구,온·오프라인 병행몰,2018.04,13283
698,의복,온라인 전용몰,2018.04,794127
699,의복,온·오프라인 병행몰,2018.04,284142
700,신발,온라인 전용몰,2018.04,120211
701,신발,온·오프라인 병행몰,2018.04,49228
702,가방,온라인 전용몰,2018.04,128307
703,가방,온·오프라인 병행몰,2018.04,57162
704,패션용품 및 액세서리,온라인 전용몰,2018.04,109019
705,패션용품 및 액세서리,온·오프라인 병행몰,2018.04,87269
706,스포츠·레저용품,온라인 전용몰,2018.04,242439
707,스포츠·레저용품,온·오프라인 병행몰,2018.04,56135
708,화장품,온라인 전용몰,2018.04,262069
709,화장품,온·오프라인 병행몰,2018.04,540359
710,아동·유아용품,온라인 전용몰,2018.04,276157
711,아동·유아용품,온·오프라인 병행몰,2018.04,44263
712,음·식료품,온라인 전용몰,2018.04,518709
713,음·식료품,온·오프라인 병행몰,2018.04,291306
714,농축수산물,온라인 전용몰,2018.04,125284
715,농축수산물,온·오프라인 병행몰,2018.04,90115
716,생활용품,온라인 전용몰,2018.04,540632
717,생활용품,온·오프라인 병행몰,2018.04,169232
718,자동차 및 자동차용품,온라인 전용몰,2018.04,78057
719,자동차 및 자동차용품,온·오프라인 병행몰,2018.04,4544
720,가구,온라인 전용몰,2018.04,179837
721,가구,온·오프라인 병행몰,2018.04,80945
722,애완용품,온라인 전용몰,2018.04,65935
723,애완용품,온·오프라인 병행몰,2018.04,4403
724,여행 및 교통서비스,온라인 전용몰,2018.04,552441
725,여행 및 교통서비스,온·오프라인 병행몰,2018.04,768016
726,문화 및 레저서비스,온라인 전용몰,2018.04,95639
727,문화 및 레저서비스,온·오프라인 병행몰,2018.04,69326
728,이쿠폰서비스,온라인 전용몰,2018.04,131628
729,이쿠폰서비스,온·오프라인 병행몰,2018.04,1510
730,음식서비스,온라인 전용몰,2018.04,340432
731,음식서비스,온·오프라인 병행몰,2018.04,25524
732,기타서비스,온라인 전용몰,2018.04,33938
733,기타서비스,온·오프라인 병행몰,2018.04,28230
734,기타,온라인 전용몰,2018.04,192081
735,기타,온·오프라인 병행몰,2018.04,29133
736,컴퓨터 및 주변기기,온라인 전용몰,2018.05,324499
737,컴퓨터 및 주변기기,온·오프라인 병행몰,2018.05,79736
738,가전·전자·통신기기,온라인 전용몰,2018.05,777216
739,가전·전자·통신기기,온·오프라인 병행몰,2018.05,248917
740,서적,온라인 전용몰,2018.05,44694
741,서적,온·오프라인 병행몰,2018.05,84431
742,사무·문구,온라인 전용몰,2018.05,50854
743,사무·문구,온·오프라인 병행몰,2018.05,12767
744,의복,온라인 전용몰,2018.05,813737
745,의복,온·오프라인 병행몰,2018.05,287668
746,신발,온라인 전용몰,2018.05,122279
747,신발,온·오프라인 병행몰,2018.05,50303
748,가방,온라인 전용몰,2018.05,129922
749,가방,온·오프라인 병행몰,2018.05,60687
750,패션용품 및 액세서리,온라인 전용몰,2018.05,108396
751,패션용품 및 액세서리,온·오프라인 병행몰,2018.05,89678
752,스포츠·레저용품,온라인 전용몰,2018.05,272493
753,스포츠·레저용품,온·오프라인 병행몰,2018.05,58292
754,화장품,온라인 전용몰,2018.05,263545
755,화장품,온·오프라인 병행몰,2018.05,554982
756,아동·유아용품,온라인 전용몰,2018.05,270330
757,아동·유아용품,온·오프라인 병행몰,2018.05,40468
758,음·식료품,온라인 전용몰,2018.05,538225
759,음·식료품,온·오프라인 병행몰,2018.05,310819
